id,relation_type,source_key,target_key,formula_name,payload_json
641,SARG_SCORE_TO_GUIDANCE,90e04562bea6da4a,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.21532924284389682, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.40319377787342453, ""reference_distance_delta"": 0.011772704771739657, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C06"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""90e04562bea6da4a""}"
642,SARG_SCORE_TO_GUIDANCE,829021018270dbb1,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.1435708751916075, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.15, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4211182725258374, ""reference_distance_delta"": 0.01175004988674841, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C07"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.15, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""829021018270dbb1""}"
643,SARG_SCORE_TO_GUIDANCE,01405b7ceeae84b5,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.14358882134046314, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.15, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4211229825911919, ""reference_distance_delta"": 0.011727524731485368, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C07"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.15, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""01405b7ceeae84b5""}"
644,SARG_SCORE_TO_GUIDANCE,9f7cd8382dd7fb85,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.1436066678012653, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.15, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4211276628598188, ""reference_distance_delta"": 0.01170512836293564, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C03"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.15, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.9, ""energy_weight_bias"": 0.35, ""context_penalty_weight"": 0.25}, ""growth_state_hash"": ""9f7cd8382dd7fb85""}"
645,SARG_SCORE_TO_GUIDANCE,0a944a8fb5c1db12,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.1436244153583176, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.15, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4211323135489929, ""reference_distance_delta"": 0.011682859847388727, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C00"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.15, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""0a944a8fb5c1db12""}"
646,SARG_SCORE_TO_GUIDANCE,3e3a803e0ca3e308,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.1436420647882145, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.15, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.42113693487446097, ""reference_distance_delta"": 0.011660718258991142, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C00"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.15, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""3e3a803e0ca3e308""}"
647,SARG_SCORE_TO_GUIDANCE,8ebf7fdfd10bffd8,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.215489425289895, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4032121615325092, ""reference_distance_delta"": 0.011638702680521505, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""8ebf7fdfd10bffd8""}"
648,SARG_SCORE_TO_GUIDANCE,296d8d1b406628a4,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.2185985353515792, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.40282456395160615, ""reference_distance_delta"": 0.011616950004584101, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C06"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""296d8d1b406628a4""}"
649,SARG_SCORE_TO_GUIDANCE,66844c1517d4f72b,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.2155636666765034, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4037458296226864, ""reference_distance_delta"": 0.010774297120150543, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C06"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""66844c1517d4f72b""}"
650,SARG_SCORE_TO_GUIDANCE,6b9cbb4389bb3fca,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.21558949791099546, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4032214260001647, ""reference_distance_delta"": 0.01156947915345833, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C06"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""6b9cbb4389bb3fca""}"
651,SARG_SCORE_TO_GUIDANCE,5f7010bc20c59b23,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.14374345866907934, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.15, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.42116126940599785, ""reference_distance_delta"": 0.011547977883690792, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C03"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.15, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.9, ""energy_weight_bias"": 0.35, ""context_penalty_weight"": 0.25}, ""growth_state_hash"": ""5f7010bc20c59b23""}"
652,SARG_SCORE_TO_GUIDANCE,a3665eac190ca1e2,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.21564073804965972, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4032272705727682, ""reference_distance_delta"": 0.011526598029202972, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""a3665eac190ca1e2""}"
653,SARG_SCORE_TO_GUIDANCE,11a6e10b9e1f368e,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.2156661491337568, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4032301634787991, ""reference_distance_delta"": 0.01150533872177683, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C05"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""11a6e10b9e1f368e""}"
654,SARG_SCORE_TO_GUIDANCE,a70663bde3dc1cea,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.21569142233002575, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4032330369795782, ""reference_distance_delta"": 0.011484199102235158, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C06"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""a70663bde3dc1cea""}"
655,SARG_SCORE_TO_GUIDANCE,9f768ee0ccf81a02,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.21571655870216533, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.40323589121109954, ""reference_distance_delta"": 0.011463178316885168, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C06"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""9f768ee0ccf81a02""}"
656,SARG_SCORE_TO_GUIDANCE,dc3e0d7d922daf9f,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.21574155930358957, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4032387263064998, ""reference_distance_delta"": 0.01144227552232176, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C06"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""dc3e0d7d922daf9f""}"
657,SARG_SCORE_TO_GUIDANCE,de25ed25a9fcbede,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.21576642517753297, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4032415423992317, ""reference_distance_delta"": 0.01142148988045155, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C08"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""de25ed25a9fcbede""}"
658,SARG_SCORE_TO_GUIDANCE,f9bb62544e9dde9e,R002,Score_r(t)->g_t,"{""preferred_temp_low_c"": 5.0, ""preferred_temp_high_c"": 24.0, ""preferred_temp_position"": ""center_band"", ""heat_production_feedback"": 0.21579115735716942, ""comfort_weight_bias"": 1.0, ""gas_weight_bias"": 1.0, ""energy_weight_bias"": 1.0, ""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""diet_phase_guidance"": ""phase=P4;diet_like=2"", ""growth_priority"": ""maintain_efficiency"", ""best_reference_id"": ""R002"", ""reference_score"": 0.4032443396211214, ""reference_distance_delta"": 0.011400820561437633, ""confidence"": 0.5, ""biological_phase"": ""P4"", ""climate_context_id"": ""C06"", ""top_k_reference_ids"": [""R002"", ""R019"", ""R030""], ""reason_code"": ""SARG:P4:simulator_reference:risk_heat=False:risk_cold=False:diet=2"", ""reference_generation_mode"": ""growth_simulator_generated"", ""status"": ""SARG_POLICY"", ""ccll_prior"": {""ventilation_bias"": 0.45, ""heating_bias"": 0.0, ""comfort_weight_bias"": 0.55, ""energy_weight_bias"": 0.7, ""context_penalty_weight"": 0.1}, ""growth_state_hash"": ""f9bb62544e9dde9e""}"
